ServiceID,CustomerID,CarModel,ServiceRating,ServiceCost,ComplaintType,ServiceDate
508,1962,Seltos,4,9317,No Issue,2024-02-06
509,2491,Ertiga,3,12051,AC Problem,2024-04-12
510,1457,i20,1,8799,Scratches,2022-06-26
511,3601,i20,1,7780,Late Delivery,2023-09-07
512,3260,Seltos,1,4365,Late Delivery,2023-10-16
513,2831,XUV700,1,5732,Engine Noise,2023-02-25
514,2928,Alto,4,14903,High Service Cost,2022-01-30
515,1385,Swift,5,2488,AC Problem,2022-05-22
516,2435,Harrier,3,14938,High Service Cost,2022-08-11
517,4586,XUV700,5,3979,AC Problem,2024-05-09
518,1527,i20,5,12923,Scratches,2024-04-09
519,2411,Harrier,4,4171,Late Delivery,2023-05-26
520,4350,Harrier,1,10897,No Issue,2024-10-23
521,1989,Seltos,1,6554,AC Problem,2022-04-08
522,1101,Seltos,4,9700,Scratches,2024-09-14
523,2612,Swift,4,10096,Engine Noise,2023-04-05
524,1389,Baleno,2,9920,AC Problem,2022-09-23
525,2225,Creta,1,7776,Engine Noise,2024-10-08
526,4638,Alto,3,9459,Scratches,2024-07-31
527,4792,City,2,7261,No Issue,2023-01-19
528,2415,Ertiga,5,6772,Late Delivery,2022-05-31
529,1840,Alto,1,14190,Late Delivery,2023-07-25
530,2377,i20,4,11603,No Issue,2022-08-06
531,2616,Harrier,4,4693,Late Delivery,2023-08-18
532,2779,Seltos,4,10369,AC Problem,2024-07-29
533,1234,XUV700,1,9717,High Service Cost,2024-01-26
534,1113,i20,3,11550,High Service Cost,2022-10-27
535,4029,Swift,4,6631,No Issue,2022-11-27
536,2983,i20,1,13793,High Service Cost,2024-02-01
537,4138,Baleno,5,14124,AC Problem,2023-05-28
538,1808,Seltos,2,3695,Scratches,2024-07-16
539,2063,Seltos,1,5293,Late Delivery,2022-04-07
540,4804,City,1,3637,AC Problem,2022-03-31
541,3150,City,4,4905,Scratches,2022-06-01
542,1410,Alto,2,12567,No Issue,2023-12-27
543,2318,City,2,6696,AC Problem,2022-04-18
544,2588,Baleno,4,14957,AC Problem,2022-06-13
545,1807,i20,3,5485,High Service Cost,2023-03-27
546,2587,Creta,1,13011,Scratches,2024-03-28
547,2060,Ertiga,4,9346,Scratches,2022-09-05
548,1066,i20,3,8121,Engine Noise,2024-08-12
549,3450,Creta,4,10072,Scratches,2023-04-30
550,2697,Creta,5,6918,High Service Cost,2023-03-18
551,3253,Alto,3,12528,Late Delivery,2023-05-15
552,1340,i20,3,13612,Late Delivery,2024-09-11
553,2857,Seltos,2,9454,Late Delivery,2022-10-06
554,4977,Alto,1,9406,High Service Cost,2023-06-08
555,2075,Creta,4,3089,Late Delivery,2024-04-08
556,3473,City,4,8859,AC Problem,2023-05-03
557,1955,Seltos,1,12353,AC Problem,2022-08-12
558,1208,XUV700,1,5924,Late Delivery,2024-09-11
559,2537,XUV700,2,8110,No Issue,2024-05-11
560,3010,Swift,1,3827,No Issue,2022-04-11
561,4712,Seltos,5,11811,Engine Noise,2024-02-05
562,4249,Baleno,2,9019,AC Problem,2023-11-06
563,3723,Seltos,3,12515,Engine Noise,2023-03-08
564,2888,Alto,1,7036,Scratches,2023-07-03
565,4093,Swift,3,7421,Scratches,2023-01-25
566,1368,Alto,2,13124,AC Problem,2022-07-30
567,2762,Harrier,5,2785,AC Problem,2024-02-02
568,1993,Alto,5,8853,Scratches,2022-07-27
569,1081,Harrier,1,5936,Engine Noise,2024-09-12
570,2187,Ertiga,5,13153,Late Delivery,2024-02-11
571,1376,XUV700,4,5058,Scratches,2024-06-30
572,1002,Swift,2,7665,Late Delivery,2023-09-17
573,1683,City,5,5662,Late Delivery,2024-02-24
574,4189,City,2,13906,Engine Noise,2023-08-23
575,4727,Baleno,2,8727,No Issue,2023-07-21
576,1763,i20,4,6850,AC Problem,2024-05-08
577,4466,Alto,1,7770,No Issue,2022-01-04
578,1265,Swift,2,9853,High Service Cost,2023-05-11
579,3482,Baleno,4,14767,No Issue,2023-01-14
580,3729,Creta,5,13689,Scratches,2022-12-22
581,1724,City,3,10208,Engine Noise,2023-04-13
582,3840,Alto,1,14334,Late Delivery,2023-03-14
583,2250,Harrier,3,8173,Engine Noise,2024-04-07
584,3423,i20,4,10106,AC Problem,2023-12-02
585,2285,Creta,2,14679,High Service Cost,2024-10-08
586,3413,i20,4,3063,High Service Cost,2022-02-15
587,1766,Seltos,1,2915,High Service Cost,2023-09-01
588,3475,Creta,1,14107,Late Delivery,2022-02-18
589,2031,Seltos,5,3691,High Service Cost,2022-04-30
590,2953,XUV700,4,10475,AC Problem,2022-09-30
591,2064,Swift,1,8202,High Service Cost,2024-10-20
592,2901,Creta,4,5005,High Service Cost,2024-10-14
593,4328,City,5,7103,AC Problem,2022-07-03
594,3690,XUV700,5,5401,AC Problem,2022-12-11
595,3611,City,4,3749,Late Delivery,2024-03-30
596,2125,Ertiga,1,9430,High Service Cost,2023-04-04
597,2242,Creta,2,3377,Scratches,2022-08-13
598,3291,Ertiga,2,12024,Engine Noise,2023-11-21
599,3892,City,5,13317,High Service Cost,2023-01-10
600,1938,City,1,14045,High Service Cost,2024-06-29
601,1302,Seltos,5,9851,Engine Noise,2022-08-28
602,1369,Seltos,5,13568,High Service Cost,2024-04-17
603,1850,Harrier,5,4366,AC Problem,2024-07-12
604,3322,i20,5,6816,High Service Cost,2023-10-30
605,3117,City,4,3068,Scratches,2022-04-24
606,1046,Creta,4,10007,AC Problem,2024-09-27
607,3164,XUV700,1,4409,No Issue,2023-08-28
608,4661,Alto,1,8905,Late Delivery,2022-07-19
609,3564,Baleno,3,7580,Late Delivery,2023-05-02
610,4325,City,2,6102,Engine Noise,2023-12-18
611,1831,Creta,4,7378,Scratches,2022-03-25
612,3666,Harrier,1,8231,Late Delivery,2024-07-29
613,1755,City,5,14247,Engine Noise,2022-09-25
614,4244,Ertiga,4,13452,Engine Noise,2023-04-10
615,4007,Swift,2,12694,Engine Noise,2024-03-31
616,2452,i20,4,6637,Late Delivery,2022-08-06
617,3083,Ertiga,2,7479,No Issue,2024-09-16
618,1904,Harrier,3,7076,Engine Noise,2022-02-14
619,3454,Creta,1,2368,High Service Cost,2022-06-09
620,4487,Harrier,2,7126,No Issue,2024-02-19
621,2708,Baleno,3,6774,No Issue,2023-07-10
622,3459,City,4,4433,High Service Cost,2023-11-13
623,3535,Baleno,1,6778,Late Delivery,2024-03-04
624,4763,Swift,2,2395,Late Delivery,2023-11-03
625,1778,Creta,2,2539,Scratches,2022-08-07
626,2790,Swift,1,4667,Late Delivery,2023-05-31
627,2938,XUV700,4,3170,Scratches,2024-10-16
628,1831,XUV700,4,3307,Engine Noise,2023-12-02
629,4392,Seltos,5,8731,Late Delivery,2022-05-22
630,2096,Swift,4,5675,Late Delivery,2022-12-12
631,4640,Baleno,1,3530,High Service Cost,2022-10-30
632,2601,Baleno,3,3497,Engine Noise,2023-04-13
633,1643,Baleno,1,5813,AC Problem,2022-12-12
634,1412,Ertiga,2,4757,AC Problem,2024-04-13
635,4843,Harrier,5,6671,Scratches,2022-06-25
636,3171,Ertiga,5,13098,Engine Noise,2022-07-13
637,4456,City,3,11076,AC Problem,2024-08-01
638,4675,City,2,7000,No Issue,2022-12-03
639,4857,Baleno,4,10694,High Service Cost,2023-10-06
640,2005,Alto,4,13176,No Issue,2022-03-22
641,3700,Swift,4,14337,AC Problem,2022-06-10
642,1231,Baleno,1,13785,Scratches,2023-02-11
643,4653,Seltos,4,3993,Late Delivery,2023-05-09
644,3480,City,2,10416,Late Delivery,2022-07-10
645,1490,Swift,5,12321,Late Delivery,2023-07-08
646,2710,XUV700,1,12421,Scratches,2022-12-22
647,4942,i20,4,2521,No Issue,2023-01-05
648,3133,Swift,2,13623,Scratches,2024-01-15
649,4836,Ertiga,3,4975,Scratches,2022-10-23
650,4101,Swift,2,14522,No Issue,2022-01-21
651,2690,Seltos,5,9493,AC Problem,2024-09-02
652,2223,Alto,2,11682,Late Delivery,2023-11-04
653,1874,Ertiga,2,9614,High Service Cost,2023-01-02
654,3203,Baleno,1,7864,Scratches,2023-12-11
655,3804,Ertiga,5,6842,Scratches,2023-07-08
656,1897,Swift,4,12785,No Issue,2023-07-03
657,3579,Seltos,5,14330,AC Problem,2022-02-08
658,4786,Harrier,3,14669,High Service Cost,2022-02-16
659,2869,Seltos,5,3156,Scratches,2022-07-05
660,1151,XUV700,1,14690,Engine Noise,2024-07-12
661,4148,Harrier,4,9792,High Service Cost,2022-11-23
662,2351,i20,5,13633,Scratches,2022-04-20
663,1171,Alto,4,14341,High Service Cost,2022-06-22
664,2428,City,1,2653,AC Problem,2023-05-31
665,2429,Creta,2,4608,Engine Noise,2022-03-02
666,4912,XUV700,3,6874,Engine Noise,2023-10-21
667,1761,Seltos,5,10350,High Service Cost,2024-02-08
668,2721,XUV700,4,9105,Late Delivery,2022-07-26
669,4433,Swift,5,2137,High Service Cost,2024-03-03
670,4199,Baleno,1,2532,No Issue,2024-05-26
671,2898,Baleno,2,5373,Late Delivery,2024-10-21
672,4594,i20,1,8878,AC Problem,2023-07-06
673,2359,Alto,4,10906,Engine Noise,2022-10-04
674,2777,City,5,13882,Late Delivery,2024-01-29
675,1692,City,4,5145,Engine Noise,2022-11-18
676,4336,Harrier,1,8675,Engine Noise,2024-06-27
677,3242,Baleno,5,4324,Engine Noise,2022-09-03
678,2781,Ertiga,4,10612,No Issue,2024-09-27
679,1099,Baleno,5,13236,No Issue,2023-04-21
680,2587,Swift,3,8029,Scratches,2022-05-06
681,4442,Baleno,1,12296,AC Problem,2022-09-23
682,4049,Creta,1,14856,No Issue,2022-05-18
683,1908,i20,3,6164,AC Problem,2023-06-05
684,2920,Harrier,2,13461,Engine Noise,2024-05-26
685,1427,i20,4,3175,AC Problem,2023-05-17
686,1586,Swift,2,2719,High Service Cost,2023-10-06
687,3967,Ertiga,5,14475,AC Problem,2024-01-19
688,4204,XUV700,4,11878,Late Delivery,2024-06-23
689,1255,Baleno,4,13310,High Service Cost,2023-03-31
690,2473,Swift,4,5571,Engine Noise,2024-04-03
691,1720,Harrier,3,7839,High Service Cost,2023-12-02
692,3000,Creta,1,2179,Late Delivery,2023-06-05
693,3451,Creta,3,9666,Scratches,2023-01-29
694,4007,City,3,3772,Scratches,2024-05-29
695,2678,Ertiga,3,2007,AC Problem,2023-01-30
696,3627,Baleno,2,8245,AC Problem,2022-04-06
697,4125,Alto,3,14447,No Issue,2022-03-26
698,4850,Seltos,1,12709,High Service Cost,2024-08-09
699,1406,Swift,4,7776,No Issue,2023-02-20
700,2408,i20,2,6100,No Issue,2023-08-18
701,2961,i20,3,4887,High Service Cost,2023-11-06
702,3289,Swift,3,9546,High Service Cost,2023-12-27
703,3094,Harrier,4,14668,Late Delivery,2022-08-09
704,1114,i20,4,8749,High Service Cost,2023-04-24
705,2016,Seltos,2,12194,High Service Cost,2023-01-27
706,2731,Harrier,1,9896,AC Problem,2023-03-21
707,1805,Creta,2,5755,No Issue,2022-11-15
708,3177,City,4,2972,Scratches,2022-10-20
709,2580,i20,1,7955,Engine Noise,2024-02-05
710,4226,i20,3,8793,Scratches,2023-05-31
711,1993,City,3,14591,High Service Cost,2023-07-24
712,2996,i20,5,7275,Engine Noise,2024-02-01
713,1494,Creta,4,13012,High Service Cost,2022-05-24
714,2852,City,5,13227,AC Problem,2022-11-05
715,1081,Alto,2,9467,Late Delivery,2022-01-18
716,4850,Swift,2,13934,High Service Cost,2024-04-04
717,4012,i20,1,14559,Engine Noise,2024-06-09
718,3716,Harrier,4,14410,AC Problem,2022-08-13
719,4096,Alto,1,6606,Late Delivery,2024-05-01
720,4405,Alto,1,4326,AC Problem,2022-06-03
721,2205,i20,2,9004,Engine Noise,2022-04-20
722,2455,Harrier,2,5438,Late Delivery,2022-12-04
723,2197,Seltos,4,7652,No Issue,2023-05-22
724,3856,Harrier,2,9041,Engine Noise,2022-06-22
725,3021,Alto,4,13030,No Issue,2024-10-14
726,4112,Harrier,5,7002,AC Problem,2024-03-09
727,3492,Swift,3,7749,No Issue,2023-02-03
728,3916,City,5,3873,High Service Cost,2022-04-12
729,4466,Baleno,2,2396,Scratches,2024-09-15
730,2311,Baleno,3,4348,Late Delivery,2023-04-30
731,1560,Harrier,3,7959,Engine Noise,2022-06-23
732,2285,Ertiga,1,5465,AC Problem,2024-06-30
733,2779,Harrier,3,6698,No Issue,2023-07-07
734,3104,i20,4,8736,AC Problem,2022-03-08
735,3053,Creta,2,6311,High Service Cost,2023-05-03
736,4630,Alto,2,9956,Engine Noise,2024-02-24
737,2598,City,1,2000,AC Problem,2024-04-20
738,1944,Baleno,1,9311,High Service Cost,2023-12-22
739,4989,Ertiga,2,7369,Engine Noise,2022-09-05
740,1578,i20,1,3194,High Service Cost,2023-04-04
741,1914,Ertiga,3,13232,High Service Cost,2023-12-27
742,2718,Ertiga,3,3099,Scratches,2024-10-02
743,1161,Harrier,4,5551,No Issue,2023-01-11
744,4368,Alto,1,12863,Late Delivery,2024-06-12
745,2640,Seltos,2,2761,Late Delivery,2024-05-30
746,1774,Swift,5,14554,Engine Noise,2023-04-25
747,1056,Ertiga,2,9617,Engine Noise,2023-10-06
748,3575,i20,5,10287,AC Problem,2024-07-24
749,4130,Baleno,5,14208,AC Problem,2022-04-12
750,2189,Harrier,4,12992,Scratches,2022-02-26
751,4976,i20,5,11765,Engine Noise,2023-03-07
752,4833,Seltos,3,14599,Late Delivery,2024-02-06
753,1545,i20,3,7466,No Issue,2023-04-09
754,3093,i20,4,8126,Scratches,2022-06-11
755,3980,Alto,2,10458,Engine Noise,2022-02-01
756,1810,Swift,2,13856,Scratches,2024-10-02
757,1046,Creta,2,3121,Scratches,2022-04-07
758,2413,Harrier,2,4604,Scratches,2022-05-19
759,3299,Baleno,3,8809,Engine Noise,2022-10-19
760,3213,City,3,5205,High Service Cost,2022-05-21
761,3415,City,4,6650,Engine Noise,2024-09-06
762,2402,Swift,4,11309,Engine Noise,2022-07-17
763,4388,XUV700,4,13443,AC Problem,2022-05-12
764,4203,Harrier,2,12086,Engine Noise,2022-12-31
765,2412,i20,2,12495,Engine Noise,2023-06-22
766,3629,City,3,13197,Engine Noise,2022-03-13
767,1571,Alto,3,12993,Scratches,2022-10-30
768,2740,i20,1,9903,Scratches,2023-01-16
769,4821,Swift,1,7136,Engine Noise,2024-06-14
770,4927,Ertiga,2,14108,AC Problem,2022-10-14
771,1347,Swift,3,11844,No Issue,2022-06-17
772,1844,Seltos,2,14845,AC Problem,2022-08-03
773,3665,Creta,5,14968,No Issue,2022-05-24
774,1496,Seltos,1,7260,High Service Cost,2022-11-26
775,1695,Swift,4,12629,No Issue,2022-08-24
776,2873,City,2,12965,Late Delivery,2023-04-14
777,2978,Seltos,5,14237,Late Delivery,2024-04-27
778,3558,Seltos,4,4095,No Issue,2023-11-27
779,4590,Creta,5,12850,Engine Noise,2023-07-24
780,3499,XUV700,3,4842,No Issue,2024-02-22
781,1542,Harrier,3,13525,Late Delivery,2024-08-25
782,1215,Ertiga,3,8713,No Issue,2022-05-29
783,3517,Baleno,4,4300,Scratches,2023-07-30
784,3900,City,4,3726,High Service Cost,2023-04-14
785,3351,Creta,3,2512,Scratches,2022-05-15
786,1297,i20,4,8890,AC Problem,2024-03-30
787,2369,Baleno,3,2795,Scratches,2022-01-19
788,1285,Baleno,2,6959,High Service Cost,2024-06-11
789,4956,City,3,14443,Engine Noise,2023-08-21
790,4059,Baleno,1,11818,High Service Cost,2023-11-17
791,1125,Baleno,2,5281,Engine Noise,2023-07-04
792,1050,Alto,3,14611,Late Delivery,2022-05-21
793,2442,Swift,1,9909,No Issue,2023-02-10
794,2725,Harrier,3,7884,Late Delivery,2023-05-15
795,4122,Swift,2,11256,Late Delivery,2022-02-04
796,1470,Swift,3,10553,Late Delivery,2023-10-18
797,2399,Alto,4,12611,No Issue,2023-10-18
798,4436,Harrier,3,4998,Engine Noise,2022-12-24
799,4303,Creta,2,12874,High Service Cost,2022-01-24
800,4761,Harrier,5,13925,Engine Noise,2024-09-08
801,3717,Ertiga,3,2751,Engine Noise,2023-03-10
802,4730,Seltos,4,3336,Scratches,2022-08-03
803,2503,Alto,2,11493,No Issue,2022-12-30
804,2329,XUV700,1,6417,Engine Noise,2023-04-12
805,1437,Ertiga,5,3960,Engine Noise,2024-04-04
806,4322,Alto,3,6650,Late Delivery,2022-08-24
807,3898,Alto,2,5105,AC Problem,2023-07-22
808,3389,Baleno,4,14401,Scratches,2023-08-21
809,4203,Ertiga,4,2001,High Service Cost,2023-04-10
810,1748,i20,2,2749,AC Problem,2023-08-27
811,1523,Alto,4,9738,Scratches,2022-03-14
812,1654,Alto,5,13271,Late Delivery,2024-04-09
813,1505,Seltos,1,4848,Late Delivery,2024-01-14
814,1398,Swift,4,9619,Late Delivery,2022-08-22
815,3953,i20,4,5601,No Issue,2023-02-23
816,4189,Swift,1,14860,AC Problem,2023-02-27
817,3108,City,5,14370,Late Delivery,2022-01-25
818,2938,Baleno,5,11225,Engine Noise,2022-12-21
819,2204,Harrier,5,10625,No Issue,2022-04-22
820,3360,Swift,4,2617,Late Delivery,2023-10-03
821,1264,XUV700,4,7341,No Issue,2023-07-31
822,2052,XUV700,5,10981,Engine Noise,2022-01-26
823,4334,Harrier,4,5622,Late Delivery,2023-06-14
824,1711,Harrier,3,13109,AC Problem,2024-07-20
825,4688,Swift,4,6416,Late Delivery,2024-07-28
826,1912,Creta,5,10989,Engine Noise,2023-08-13
827,2614,Ertiga,2,11970,Late Delivery,2024-01-31
828,2679,Alto,5,4926,Engine Noise,2022-06-13
829,2734,Alto,2,7239,Late Delivery,2022-12-01
830,4689,Harrier,4,13949,Late Delivery,2023-02-18
831,3386,City,4,7662,Scratches,2023-08-13
832,2445,XUV700,2,7862,No Issue,2023-09-15
833,3136,i20,5,13432,High Service Cost,2022-10-10
834,1331,Alto,1,2651,Scratches,2022-12-30
835,4502,Swift,1,11488,Scratches,2022-09-11
836,4849,City,5,12945,No Issue,2024-07-10
837,4834,City,4,14656,Scratches,2022-06-20
838,1151,City,2,2471,Engine Noise,2022-07-22
839,4889,Ertiga,2,10027,Scratches,2023-05-01
840,1707,i20,5,6851,High Service Cost,2022-10-07
841,3173,Creta,5,3318,Engine Noise,2023-02-08
842,4114,City,3,6974,AC Problem,2024-10-28
843,1420,Harrier,2,11175,No Issue,2024-03-08
844,2708,Seltos,3,6743,No Issue,2022-01-18
845,4561,Creta,4,4650,No Issue,2023-08-18
846,4637,Harrier,2,5609,Engine Noise,2023-05-04
847,1252,i20,5,11803,No Issue,2023-03-08
848,1998,Seltos,5,12786,No Issue,2022-07-07
849,2834,City,4,9992,High Service Cost,2022-05-04
850,2731,XUV700,1,2206,Late Delivery,2023-08-30
851,4555,Baleno,3,6884,AC Problem,2022-05-02
852,1292,i20,5,5236,Late Delivery,2024-05-23
853,2240,Creta,2,2123,Late Delivery,2024-06-23
854,1168,XUV700,2,8020,No Issue,2022-04-14
855,3781,XUV700,2,6368,Engine Noise,2023-10-28
856,4711,Swift,4,10665,No Issue,2023-11-04
857,4456,Baleno,1,2353,Late Delivery,2024-06-07
858,4932,Seltos,3,4144,High Service Cost,2023-03-28
859,3063,Swift,2,10728,No Issue,2024-01-21
860,1036,Creta,2,3084,No Issue,2023-07-15
861,2444,Seltos,5,3117,No Issue,2024-05-29
862,2926,City,1,13219,Engine Noise,2023-10-08
863,1295,Creta,5,2961,High Service Cost,2024-03-11
864,3482,Alto,4,2757,High Service Cost,2024-09-05
865,3367,City,4,9820,High Service Cost,2022-05-26
866,4808,Harrier,3,13128,High Service Cost,2023-05-29
867,4697,XUV700,4,3788,Late Delivery,2024-04-15
868,3581,XUV700,3,3319,No Issue,2022-11-24
869,4370,Baleno,5,2681,AC Problem,2023-03-04
870,3621,Swift,2,11043,High Service Cost,2024-03-07
871,4765,i20,2,14101,Scratches,2022-11-30
872,1922,Swift,1,8090,Scratches,2023-09-18
873,2820,i20,4,2749,AC Problem,2023-02-01
874,4087,Harrier,1,10088,Late Delivery,2023-06-18
875,1980,Ertiga,1,14457,Scratches,2022-02-26
876,3442,City,2,11054,Scratches,2023-11-25
877,3324,City,4,4346,Scratches,2024-10-22
878,1648,Swift,2,2707,Late Delivery,2023-04-01
879,1282,Harrier,1,5967,No Issue,2024-04-04
880,2662,Seltos,4,4715,Late Delivery,2022-04-28
881,1998,Ertiga,2,11111,Engine Noise,2023-07-10
882,1085,Seltos,3,13048,Engine Noise,2023-07-19
883,1206,Baleno,3,11532,Scratches,2023-05-11
884,4946,Swift,5,9035,Scratches,2024-03-11
885,4734,Harrier,5,9812,No Issue,2023-10-03
886,3610,Harrier,4,10032,AC Problem,2022-06-12
887,3524,Creta,5,11866,Scratches,2022-09-08
888,2766,Alto,4,10455,Engine Noise,2023-10-06
889,3639,City,1,13924,Scratches,2022-11-25
890,1130,Harrier,3,2479,No Issue,2022-04-28
891,3447,XUV700,4,8664,Engine Noise,2023-01-04
892,1135,Ertiga,1,13045,Scratches,2024-01-18
893,4417,City,3,9210,No Issue,2022-07-14
894,3217,City,2,3119,No Issue,2023-08-29
895,4016,Swift,1,11609,Engine Noise,2023-12-25
896,2186,Ertiga,2,6619,Engine Noise,2022-05-18
897,1198,i20,5,13618,AC Problem,2024-08-20
898,1738,i20,4,10593,Engine Noise,2022-06-05
899,4119,Harrier,3,3494,No Issue,2024-05-25
900,4893,Ertiga,5,4699,Engine Noise,2023-06-03
901,3812,Harrier,1,5850,Engine Noise,2022-07-01
902,2517,Harrier,5,5937,No Issue,2022-06-19
903,1102,Creta,2,8426,AC Problem,2023-05-12
904,1547,City,2,6628,No Issue,2024-09-30
905,1005,Ertiga,4,10137,Engine Noise,2024-10-17
906,1710,Seltos,5,8905,Engine Noise,2023-12-14
907,1011,i20,3,13950,Engine Noise,2024-06-20
908,3150,Harrier,2,5148,AC Problem,2022-01-02
909,3746,Ertiga,1,9912,No Issue,2023-02-27
910,2856,City,5,10901,High Service Cost,2024-02-21
911,2713,Creta,3,13618,Late Delivery,2024-01-23
912,1426,Baleno,3,7787,Scratches,2023-04-19
913,1170,Baleno,3,3939,Late Delivery,2022-05-26
914,2712,Baleno,3,11171,AC Problem,2022-11-22
915,1088,Ertiga,2,10616,No Issue,2023-08-11
916,3763,XUV700,4,7123,High Service Cost,2022-08-18
917,4510,Ertiga,5,6179,AC Problem,2023-08-08
918,4418,Ertiga,2,2791,No Issue,2023-09-10
919,1854,Swift,4,6752,Engine Noise,2024-01-06
920,4282,City,3,13140,AC Problem,2024-02-21
921,4796,City,1,6152,Scratches,2024-08-10
922,2457,Ertiga,3,3635,Late Delivery,2023-11-12
923,4604,Swift,4,13975,No Issue,2022-04-16
924,3647,Alto,4,11160,High Service Cost,2022-10-12
925,4596,Seltos,1,6496,Engine Noise,2023-08-19
926,3473,XUV700,2,2951,High Service Cost,2024-04-15
927,4058,Alto,1,8079,Scratches,2023-06-10
928,4043,Ertiga,3,2521,High Service Cost,2024-05-26
929,4191,Swift,5,8065,High Service Cost,2022-06-29
930,4982,XUV700,2,3974,Engine Noise,2024-04-18
931,1177,i20,5,8413,High Service Cost,2023-05-27
932,4200,Swift,5,3882,Engine Noise,2024-10-26
933,3610,Baleno,2,14804,Scratches,2023-07-06
934,1417,Seltos,3,7461,No Issue,2024-02-03
935,1553,Alto,4,8283,Engine Noise,2024-01-11
936,4389,Swift,3,7097,AC Problem,2024-10-13
937,4678,City,4,8407,AC Problem,2023-04-18
938,1241,Harrier,4,6544,No Issue,2023-04-11
939,4999,Seltos,2,9394,Late Delivery,2022-10-29
940,2379,Swift,2,5131,High Service Cost,2023-11-27
941,2596,i20,1,13343,No Issue,2023-12-19
942,4932,Ertiga,5,7174,High Service Cost,2024-09-23
943,2461,Ertiga,5,6095,Engine Noise,2023-04-04
944,4529,Seltos,5,12845,High Service Cost,2022-03-31
945,2465,Harrier,5,12666,Scratches,2022-04-26
946,3004,City,1,13816,AC Problem,2023-11-06
947,4299,Swift,4,10713,No Issue,2023-02-04
948,3455,City,1,6321,High Service Cost,2022-04-20
949,2946,Ertiga,2,8259,No Issue,2022-07-19
950,2300,Swift,3,7459,No Issue,2024-03-02
951,4089,Ertiga,4,7226,Scratches,2023-08-15
952,4827,i20,4,7638,Engine Noise,2024-09-13
953,4382,City,1,8676,High Service Cost,2024-02-02
954,4395,Harrier,2,9931,Late Delivery,2022-03-14
955,2070,Seltos,2,8474,No Issue,2024-05-27
956,1821,Ertiga,4,14388,Engine Noise,2023-12-18
957,3577,i20,1,6651,Late Delivery,2023-03-11
958,2919,i20,5,10414,No Issue,2023-08-15
959,4784,City,4,7329,Late Delivery,2022-04-25
960,3547,i20,5,11941,High Service Cost,2022-01-25
961,2788,Seltos,3,9972,High Service Cost,2022-06-26
962,1191,Harrier,2,12990,AC Problem,2022-10-20
963,3096,Baleno,4,4475,No Issue,2024-10-23
964,3141,Baleno,3,5136,No Issue,2022-11-11
965,1930,i20,5,13517,AC Problem,2023-11-25
966,2772,Ertiga,4,11073,High Service Cost,2023-07-05
967,4805,Creta,3,8661,Engine Noise,2022-03-04
968,3214,Harrier,4,4341,Late Delivery,2022-04-13
969,4565,Ertiga,3,2220,No Issue,2022-06-08
970,3301,Ertiga,3,8570,No Issue,2023-07-15
971,1056,Creta,5,4360,Scratches,2024-01-04
972,3053,Swift,2,7834,Late Delivery,2022-12-25
973,2997,Baleno,1,7583,AC Problem,2023-12-01
974,1237,XUV700,3,14869,High Service Cost,2024-02-04
975,1732,Harrier,2,5648,AC Problem,2024-05-26
976,4295,Swift,1,2251,No Issue,2023-05-05
977,3637,Creta,5,8838,No Issue,2022-07-11
978,3067,XUV700,4,7231,High Service Cost,2022-09-01
